area,price,postDate,land_certificate,house_direction,balcony_direction,toilet,bedroom,floor,lat,long,property_type
55,6100,44312,So do,,,,,2,21.0114953,105.8166664,trong ngo
122,,44197,So do,,,,,,21.0184486,105.8240537,trong ngo
35,5300,44197,,,,,,,21.0092389,105.8242302,trong ngo
45,5750,44312,So do,,,4,3,5,21.0092389,105.8242302,trong ngo
30,3150,44317,,,,4,,5,21.0220022,105.8040796,trong ngo
49,,44317,So do,,,4,6,5,21.0234132,105.8197372,trong ngo
122,,44197,So do,,,,,,21.0194539,105.8088165,trong ngo
55,3500,44317,,,,,3,3,21.0001492,105.8312638,trong ngo
60,3150,44317,So do,dong-Nam,,2,3,2,21.0110746,105.8413652,trong ngo
50,1250,44197,So do,,,1,2,,21.0038033,105.8374885,trong ngo
50,10500,44197,,,,,,,21.0295218,105.8273528,trong ngo
41,4000,44317,So do,,,,,4,21.0057491,105.8225012,trong ngo
45,3450,44323,,,,,3,4,21.0189163,105.8301556,trong ngo
86,26300,44323,So do,,,,,5,21.0203116,105.8083282,trong ngo
45,5400,44323,So do,,,,3,5,21.0111134,105.836969,trong ngo
42,5800,44197,,,,,,,21.0240383,105.8026258,trong ngo
36,4000,44323,So do,,,,,4,21.0295218,105.8273528,trong ngo
300,120000,44323,So do,,,,6,3,21.0092389,105.8242302,trong ngo
75,19000,44323,So do,,,11,11,8,21.0156983,105.8245833,trong ngo
36,4500,44323,So do,,,3,3,4,21.0092389,105.8242302,trong ngo
66,11500,44323,,,,3,2,3,21.0213451,105.8331223,trong ngo
101,11250,44323,So do,,,,,3,21.0005493,105.8289847,trong ngo
40,8500,44323,So do,,,4,4,5,21.0092389,105.8242302,trong ngo
40,3600,44323,So do,,,,4,4,21.0005493,105.8289847,trong ngo
57,4500,44323,,,,,4,4,21.0104478,105.8184384,trong ngo
25,2850,44323,So do,,,,3,5,21.011875,105.8317303,trong ngo
62,9800,44323,,,,8,6,5,21.0021881,105.8412069,trong ngo
100,7500,44323,So do,Nam,,,9,4,21.0134677,105.8074266,trong ngo
35,4500,44323,,,,4,3,5,21.0295218,105.8273528,trong ngo
40,3500,44323,,,,,,5,21.0225776,105.8318544,trong ngo
56,4550,44323,,,,,,4,21.012183,105.8410907,trong ngo
35,,44323,,,,4,3,5,21.0289833,105.8297637,trong ngo
46,4000,44323,,,,,4,4,21.0115303,105.8368631,trong ngo
65,10900,44323,So do,,,5,4,4,21.0145487,105.8212321,trong ngo
35,4200,44323,So do,,,4,3,5,21.0199225,105.8414071,trong ngo
54,6500,44323,,,,11,11,7,21.0195075,105.8057691,trong ngo
50,5000,44197,,,,,,,21.0220022,105.8040796,trong ngo
111,6400,44323,,,,4,4,4,21.0368451,105.7955438,trong ngo
50,12500,44323,,,,,,5,21.0190982,105.8097618,trong ngo
31,4900,44323,,,,4,3,5,21.0021881,105.8412069,trong ngo
168,23520,44323,So do,,,3,3,3,21.0005493,105.8289847,trong ngo
44,7800,44197,,,,,,,21.0180725,105.8299495,trong ngo
140,13000,44323,So do,,,,3,4,21.0116809,105.8325342,trong ngo
50,7450,44323,So do,,,3,4,4,21.0083712,105.8320166,trong ngo
36.3,7700,44323,So do,,,4,4,4,21.0203116,105.8083282,trong ngo
60,10000,44323,So do,dong-Nam,,7,8,6,21.0230427,105.8213153,trong ngo
50,12700,44323,,,,5,6,8,21.0156983,105.8245833,trong ngo
85,34000,44323,,,,,,8,21.0201687,105.8122505,trong ngo
51,3900,44323,So do,Tay-Nam,Tay-Nam,4,4,5,21.0225776,105.8318544,trong ngo
55,14900,44323,So do,,,5,5,5,21.0201687,105.8122505,trong ngo
85,3100,44197,So do,,,1,2,,21.0066938,105.8356348,trong ngo
35,4400,44323,So do,,,4,3,5,21.0155483,105.8244877,trong ngo
63,11500,44325,So do,,,,,5,21.0203116,105.8083282,trong ngo
110,22000,44325,So do,,,,,4,21.0134677,105.8074266,trong ngo
38,2650,44325,,,,1,2,1,21.026246,105.8325863,trong ngo
36,2600,44325,So do,,,1,2,1,21.0277101,105.8304173,trong ngo
95,25000,44197,,,,,,,21.0108448,105.822425,trong ngo
33,4300,44197,,,,,,,21.0097394,105.824782,trong ngo
300,34300,44325,So do,,,,,3,21.0134677,105.8074266,trong ngo
36,2550,44325,So do,,,1,2,1,21.0295218,105.8273528,trong ngo
60,8600,44325,,,,,,5,21.0114953,105.8166664,trong ngo
30,2950,44197,,,,,,,21.0172878,105.8364112,trong ngo
61,15800,44325,So do,,,7,5,5,21.0265233,105.8335705,trong ngo
36,4500,44325,So do,,,,3,4,21.0092389,105.8242302,trong ngo
58,6580,44197,,,,,,,21.0083647,105.8180219,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
80,26000,44197,,,,,,,21.0200535,105.8246266,trong ngo
65,17500,44197,,,,,,,21.0153717,105.8128851,trong ngo
55,4800,44325,So do,,,4,3,4,21.0041342,105.825513,trong ngo
112,12800,44197,,,,,,,21.0138388,105.8118635,trong ngo
168,22500,44325,So do,,,1,5,1,21.0005493,105.8289847,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
51,8600,44197,,,,,,,21.0114953,105.8166664,trong ngo
70,32000,44325,So do,,,,,8,21.0183528,105.8113313,trong ngo
48,7800,44325,So do,,,5,5,6,21.0191836,105.8247236,trong ngo
120,33000,44197,,,,,,,21.0153717,105.8128851,trong ngo
60,14000,44197,,,,,,,21.0108448,105.822425,trong ngo
112,12800,44325,So do,,,,4,4,21.0138388,105.8118635,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
92,18500,44325,So do,dong-Nam,,5,5,5,21.0092389,105.8242302,trong ngo
55,16000,44325,So do,dong-Nam,dong-Nam,6,6,7,21.0123344,105.8193155,trong ngo
35,3850,44197,,,,,,,21.0225776,105.8318544,trong ngo
49,9000,44325,So do,Tay-Nam,Tay-Nam,4,6,4,21.0134495,105.8156186,trong ngo
36,4500,44325,So do,,,4,3,4,21.0092389,105.8242302,trong ngo
56,6200,44325,So do,Tay-Bac,dong-Nam,4,4,5,21.0133686,105.8272509,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
35,6900,44325,So do,,,3,4,4,21.0203116,105.8083282,trong ngo
52,20000,44325,So do,,,,,7,21.0201687,105.8122505,trong ngo
50,8450,44325,So do,dong-Nam,,,4,5,21.0138388,105.8118635,trong ngo
51,5950,44197,,,,,,,21.0005493,105.8289847,trong ngo
53,6600,44197,,,,,,,21.0083647,105.8180219,trong ngo
60,9500,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
40,5300,44197,,,,,,,21.0180725,105.8299495,trong ngo
73,7100,44325,So do,,,7,6,5,21.0111134,105.836969,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
55,9300,44325,So do,,,,,4,21.0210979,105.8087914,trong ngo
42,4100,44325,So do,,,,4,4,21.0022646,105.8227453,trong ngo
64,16000,44325,,dong-Nam,dong-Nam,,5,5,21.017988,105.833442,trong ngo
,,44197,,,,,,,21.0012748,105.8393044,trong ngo
35,4500,44325,So do,Tay-Nam,Tay-Nam,,4,5,21.0145487,105.8212321,trong ngo
62,16000,44325,So do,dong-Nam,dong-Nam,,5,5,21.017988,105.833442,trong ngo
50,10000,44197,,,,,,,21.0164931,105.822814,trong ngo
,11200,44197,,,,,,,21.0203116,105.8083282,trong ngo
48,11700,44197,,,,,,,21.0240383,105.8026258,trong ngo
43,4700,44325,So do,,,3,3,4,21.0008727,105.8289214,trong ngo
180,36500,44325,So do,Tay-Bac,Tay-Bac,,,4,21.0164931,105.822814,trong ngo
25,2850,44325,,,,3,2,4,21.0295218,105.8273528,trong ngo
90,32000,44325,,dong-Bac,Tay-Bac,,,8,21.0177995,105.8105723,trong ngo
58,15800,44325,So do,dong-Nam,dong-Nam,,5,7,21.0205557,105.828657,trong ngo
96,10200,44325,So do,,,,3,4,21.0123103,105.8289783,trong ngo
38,3900,44325,So do,,,4,3,5,21.0066938,105.8356348,trong ngo
25,2850,44325,,,,3,2,4,21.0268209,105.8258448,trong ngo
35,12500,44246,So do,,,,,6,21.0089298,105.8241052,mat pho
70,36000,44268,So do,,,,6,5,21.0092389,105.8242302,mat pho
41,13500,44290,So do,,,5,3,6,21.0092389,105.8242302,mat pho
50,13000,44292,So do,,,5,4,5,21.0146124,105.8192963,mat pho
75,29000,44292,So do,,,4,4,5,21.0203116,105.8083282,mat pho
35,10000,44197,So do,,,,,,21.0119863,105.8172464,mat pho
56,10000,44197,,,,,,,21.0180725,105.8299495,mat pho
59,50000,44197,,,,,,,21.0180725,105.8299495,mat pho
60,500000,44197,,,,,,,21.0180725,105.8299495,mat pho
94,26000,44197,,,,,,,21.0180725,105.8299495,mat pho
50,24000,44197,,,,,,,21.0180725,105.8299495,mat pho
55,18700,44197,,,,,,,21.0180725,105.8299495,mat pho
40,13999,44197,,,,,,,21.0180725,105.8299495,mat pho
70,12200,44197,,,,,,,21.0180725,105.8299495,mat pho
35,8500,44197,,,,,,,21.0180725,105.8299495,mat pho
65,9800,44197,,,,,,,21.0180725,105.8299495,mat pho
234,,44197,,,,,,,21.0180725,105.8299495,mat pho
38,15500,44197,,,,,,,21.0180725,105.8299495,mat pho
0,,44197,,,,,,,21.0180725,105.8299495,mat pho
142,70000,44197,,,,,,,21.0180725,105.8299495,mat pho
65,,44197,,,,,,,21.0180725,105.8299495,mat pho
133,37000,44197,,,,,,,21.0180725,105.8299495,mat pho
234,103000,44197,,,,,,,21.0180725,105.8299495,mat pho
50,15000,44197,,,,,,,21.0180725,105.8299495,mat pho
40,5600,44197,,,,,,,21.0180725,105.8299495,mat pho
41,4200,44197,,,,,,,21.0180725,105.8299495,mat pho
100,44,44197,,,,,,,21.0180725,105.8299495,mat pho
80,45,44197,,,,,,,21.0180725,105.8299495,mat pho
4450,50000,44197,,,,,,,21.0180725,105.8299495,mat pho
80,20000,44197,,,,,,,21.0180725,105.8299495,mat pho
82,12000,44197,,,,,,,21.0180725,105.8299495,mat pho
45,50000,44197,,,,,,,21.0180725,105.8299495,mat pho
160,54000,44197,,,,,,,21.0180725,105.8299495,mat pho
23,4.5,44197,,,,,,,21.0180725,105.8299495,mat pho
100,28.5,44197,,,,,,,21.0180725,105.8299495,mat pho
40,4.9,44197,,,,,,,21.0180725,105.8299495,mat pho
33,5800,44197,,,,,,,21.0180725,105.8299495,mat pho
110,21000,44197,,,,,,,21.0180725,105.8299495,mat pho
95,24000,44197,,,,,,,21.0180725,105.8299495,mat pho
43,24000,44197,,,,,,,21.0180725,105.8299495,mat pho
120,28500,44197,,,,,,,21.0180725,105.8299495,mat pho
55,12900,44197,,,,,,,21.0180725,105.8299495,mat pho
238,68000,44197,,,,,,,21.0180725,105.8299495,mat pho
33,7880,44197,,,,,,,21.0180725,105.8299495,mat pho
65,13999,44197,,,,,,,21.0180725,105.8299495,mat pho
120,40,44197,,,,,,,21.0180725,105.8299495,mat pho
142,75000,44197,,,,,,,21.0180725,105.8299495,mat pho
80,45,44197,,,,,,,21.0180725,105.8299495,mat pho
45,17000,44292,So do,,,4,6,4,21.0277808,105.8342405,mat pho
143,70000,44292,,,,,5,5,21.0092389,105.8242302,mat pho
45,16500,44292,So do,,,,,5,21.0160919,105.808575,mat pho
365,58400,44197,So do,,,,,,21.0145487,105.8212321,mat pho
101,16000,44292,So do,,,,,5,21.01644,105.8326169,mat pho
71,23000,44292,So do,,,,6,4,21.0240383,105.8026258,mat pho
58,25600,44292,So do,,,,,5,21.0295218,105.8273528,mat pho
100,26500,44292,So do,,,6,8,5,21.0114953,105.8166664,mat pho
30,13000,44292,,,,5,6,6,21.0161056,105.8321575,mat pho
70,28000,44292,So do,,,,8,8,21.0095326,105.8201933,mat pho
30,13500,44292,So do,,,,3,6,21.0057491,105.8225012,mat pho
110,45000,44197,,,,,,,21.0164891,105.8227091,mat pho
60,,44197,,,,,,,21.0172878,105.8364112,mat pho
80,,44197,So do,,,,,,21.0172878,105.8364112,mat pho
78.8,28000,44197,,,,,,,21.0225776,105.8318544,mat pho
65,28500,44303,So do,,,,,4,21.0200535,105.8246266,mat pho
25,13600,44303,So do,,,,,6,21.0128979,105.8354966,mat pho
70,14500,44303,So do,,,,6,7,21.0203116,105.8083282,mat pho
160,48000,44303,So do,,,7,10,7,21.0080098,105.8263153,mat pho
108,28500,44306,So do,,,7,5,7,21.0288459,105.8348674,mat pho
73,13700,44306,So do,dong,dong,5,6,5,21.0274778,105.8342932,mat pho
158,50000,44306,So do,,,3,3,2,21.0092389,105.8242302,mat pho
110,28000,44306,So do,,,7,7,7,21.0265233,105.8335705,mat pho
416,260000,44306,,,,,,6,21.0092389,105.8242302,mat pho
80,31800,44306,So do,,,7,6,8,21.0201687,105.8122505,mat pho
30,,44306,So do,,,,1,5,21.0274906,105.8092028,mat pho
62,22500,44197,,,,,,,21.0149552,105.8123802,mat pho
235,46000,44197,,,,,,,21.0097394,105.824782,mat pho
68,15000,44306,So do,,,,6,5,20.9985017,105.8378228,mat pho
90,21900,44306,So do,,,4,4,4,21.0187769,105.8300914,mat pho
98,33900,44306,,,,,10,9,21.0201687,105.8122505,mat pho
135,40000,44306,So do,,,6,5,5,21.0234132,105.8197372,mat pho
136,38500,44306,,,,,2,2,21.0225776,105.8318544,mat pho
60,17200,44197,,,,,,,21.0158112,105.8240289,mat pho
75,28500,44306,So do,,,6,9,5,21.0210979,105.8087914,mat pho
150,72000,44306,So do,,,8,6,5,21.0092389,105.8242302,mat pho
95,22300,44306,So do,,,4,4,4,21.0172878,105.8364112,mat pho
110,32000,44306,So do,,,12,10,7,21.0210979,105.8087914,mat pho
160,50000,44306,So do,,,1,1,1,21.0008727,105.8289214,mat pho
100,21000,44306,,,,,,3,21.0187769,105.8300914,mat pho
1000,350000,44306,So do,,,,3,2,21.0111134,105.836969,mat pho
280,170000,44306,So do,,,,,9,21.0143249,105.8349181,mat pho
140,35800,44306,,,,,,5,21.0201687,105.8122505,mat pho
100,22500,44306,So do,,,2,2,2,21.0187769,105.8300914,mat pho
129,43000,44306,So do,,,,,4,21.0234132,105.8197372,mat pho
416,260000,44306,So do,,,,,6,21.0092389,105.8242302,mat pho
75,22000,44306,So do,,,8,6,6,21.0201687,105.8122505,mat pho
60,7000,44306,So do,,,2,2,2,21.0113798,105.8375657,mat pho
416,260000,44306,,,,,,6,21.0092389,105.8242302,mat pho
60,28500,44312,So do,,,,8,7,21.0265233,105.8335705,mat pho
130,41000,44312,,,,,,2,21.0200535,105.8246266,mat pho
75,12300,44197,So do,,,,,,21.0115303,105.8368631,mat pho
92,33000,44312,So do,,,7,7,8,21.0057491,105.8225012,mat pho
81,22000,44312,So do,,,,6,5,21.0187769,105.8300914,mat pho
40,18500,44312,So do,,,4,4,5,21.0108448,105.822425,mat pho
150,49500,44312,,,,5,6,6,21.0161056,105.8321575,mat pho
55,17200,44312,So do,,,5,5,5,21.0274833,105.7999497,mat pho
89,34000,44312,,,,8,8,8,21.0082189,105.8237484,mat pho
100,30000,44312,,,,,,8,21.0097394,105.824782,mat pho
85,16400,44312,So do,,,,6,5,21.0240383,105.8026258,mat pho
33,13800,44312,So do,,,4,,4,21.0008727,105.8289214,mat pho
69,21500,44312,So do,,,,5,7,21.0172878,105.8364112,mat pho
131,42000,44312,,,,,,9,21.0164931,105.822814,mat pho
69,21800,44312,So do,,,,10,7,21.0172878,105.8364112,mat pho
160,53000,44312,So do,,,6,1,6,21.0128979,105.8354966,mat pho
90,20700,44312,So do,,,,4,4,21.0161795,105.8286026,mat pho
,17500,44197,,,,,,,21.0092389,105.8242302,mat pho
89,33000,44312,So do,,,,,4,21.0123103,105.8289783,mat pho
105,21000,44312,So do,,,,,3,21.0145487,105.8212321,mat pho
120,32000,44197,,,,,,,21.013056,105.8393263,mat pho
210,27000,44197,,,,,,,21.0164931,105.822814,mat pho
100,22500,44312,So do,,,,,2,21.0187769,105.8300914,mat pho
130,67800,44312,So do,,,,,9,21.0104478,105.8184384,mat pho
35,10500,44312,So do,,,,,4,21.0119863,105.8172464,mat pho
1000,330000,44197,So do,,,,,,21.0042141,105.8312314,mat pho
98,28000,44312,So do,dong-Nam,dong-Nam,7,9,6,21.0164931,105.822814,mat pho
81,23000,44312,So do,,,6,7,5,21.0187769,105.8300914,mat pho
55,21900,44197,So do,,,,,,21.0164931,105.822814,mat pho
420,215000,44312,So do,,,,,9,21.0092389,105.8242302,mat pho
248,170000,44312,So do,,,,,9,21.0001492,105.8312638,mat pho
75,16000,44312,,,,,,5,21.0164891,105.8227091,mat pho
81,17800,44312,So do,,,3,3,2,21.0053431,105.825256,mat pho
33,10500,44312,So do,,,,,3,21.0119863,105.8172464,mat pho
128,39900,44312,So do,,,,,2,21.0225776,105.8318544,mat pho
100,21500,44312,So do,,,4,4,3,21.0281946,105.8390746,mat pho
56,30400,44197,,,,,,,21.0092389,105.8242302,mat pho
1000,330000,44197,,,,,,,21.0123495,105.8371026,mat pho
40,27200,44312,So do,,,4,4,5,21.0092389,105.8242302,mat pho
100,,44312,So do,Tay-Nam,,,,3,21.0267288,105.8260358,mat pho
60,11000,44312,,,,,,4,21.0164891,105.8227091,mat pho
50,14000,44197,,,,,,,21.0180725,105.8299495,mat pho
,,44197,,,,,,,21.0289833,105.8297637,mat pho
25,7400,44312,So do,,,4,3,4,21.0104478,105.8184384,mat pho
100,10300,44312,,,,,,4,21.0225664,105.8096175,mat pho
1000,330000,44197,,,,,,,21.0123495,105.8371026,mat pho
30,13500,44312,So do,,,,3,6,21.0089298,105.8241052,mat pho
110,41000,44312,,,,,22,9,21.0163441,105.8218771,mat pho
86,21000,44197,,,,,,,21.0180725,105.8299495,mat pho
83,5950,44314,So do,,,,,3,21.0104478,105.8184384,mat pho
,,44197,,,,,,,21.0268209,105.8258448,mat pho
0,,44197,,,,,,,21.0180725,105.8299495,mat pho
410,250000,44197,,,,,,,21.0164931,105.822814,mat pho
40,8500,44317,So do,,,,,5,21.0092389,105.8242302,mat pho
128,49000,44317,So do,Tay-Bac,dong-Nam,2,2,1,21.0066938,105.8356348,mat pho
252,40000,44197,So do,,,,,,21.0145487,105.8212321,mat pho
11000,330000,44317,So do,,,,,1,21.0111134,105.836969,mat pho
57,14700,44197,,,,,,,21.0143557,105.8312314,mat pho
80,25900,44317,So do,,,3,,3,21.0120152,105.8253604,mat pho
165,20000,44197,,,,,,,21.0180725,105.8299495,mat pho
416,199000,44317,So do,,,,,5,21.0092389,105.8242302,mat pho
80,25900,44317,,,,3,1,3,21.0097394,105.824782,mat pho
55,17450,44323,So do,Tay-Bac,,,,5,21.0216521,105.8010406,mat pho
44,14000,44323,,,,,,5,21.0189994,105.8212255,mat pho
108,28500,44323,So do,,,6,5,7,21.0225776,105.8318544,mat pho
66,29000,44323,So do,,,,,4,21.0123103,105.8289783,mat pho
46,13800,44323,So do,,,6,6,5,21.0189994,105.8212255,mat pho
80,30000,44323,So do,,,,3,3,21.0161056,105.8321575,mat pho
1000,330000,44197,,,,,,,21.0086145,105.834091,mat pho
64,17500,44323,So do,,,,8,7,21.0138388,105.8118635,mat pho
416,210000,44323,,,,,,4,21.0092389,105.8242302,mat pho
76,30500,44323,,,,,,2,21.0095326,105.8201933,mat pho
65,15000,44323,So do,,,4,4,4,21.011875,105.8317303,mat pho
1000,330000,44197,,,,,,,21.0128979,105.8354966,mat pho
42,7500,44323,So do,,,4,5,4,21.0092389,105.8242302,mat pho
54,13500,44323,So do,,,3,3,3,21.01644,105.8326169,mat pho
240,67000,44323,So do,,,3,3,3,21.0164931,105.822814,mat pho
43,24800,44323,So do,,,,8,6,21.0161056,105.8321575,mat pho
85,34000,44323,So do,,,8,8,8,21.0183528,105.8113313,mat pho
57,9200,44197,,,,,,,21.0093127,105.8194215,mat pho
120,27000,44323,So do,,,3,3,3,21.0156983,105.8245833,mat pho
45,24800,44323,,,,6,6,6,21.0143557,105.8312314,mat pho
170,80000,44323,,,,3,3,4,21.0289833,105.8297637,mat pho
1000,330000,44323,So do,,,1,1,1,21.0111134,105.836969,mat pho
71,29000,44323,So do,,,5,5,5,21.0203116,105.8083282,mat pho
239,67000,44323,,,,,2,3,21.0163441,105.8218771,mat pho
80,23500,44323,,,,,,2,21.0200535,105.8246266,mat pho
40,10000,44325,So do,,,4,4,4,21.0145487,105.8212321,mat pho
69,21800,44325,So do,,,10,10,7,21.0172878,105.8364112,mat pho
112,26800,44197,So do,,,,,,21.0053431,105.825256,mat pho
86,21500,44325,So do,,,,,3,21.0172878,105.8364112,mat pho
42,8250,44325,,,,5,5,5,21.0092389,105.8242302,mat pho
45,30000,44325,So do,,,,4,5,21.0092389,105.8242302,mat pho
97,47500,44325,So do,,,,6,7,21.0265584,105.8400383,mat pho
890,995000,44197,,,,,,,21.0234132,105.8197372,mat pho
100,21500,44325,So do,,,1,1,2,21.0092389,105.8242302,mat pho
118,40500,44325,,,,,,5,21.0123103,105.8289783,mat pho
170,32500,44197,,,,,,,21.014989,105.8300551,mat pho
45,18800,44325,,,,,8,7,21.0092389,105.8242302,mat pho
58,18600,44325,So do,dong-Bac,dong-Bac,4,4,5,21.0158112,105.8240289,mat pho
56,30600,44325,So do,,,,6,5,21.0092389,105.8242302,mat pho
1000,3300000,44325,,,,,10,1,21.0098623,105.8380829,mat pho
55,22000,44325,,,,,4,6,21.0008727,105.8289214,mat pho
50,22000,44325,,,,,6,6,21.0161056,105.8321575,mat pho
100,22500,44325,So do,,,3,3,1,21.0187769,105.8300914,mat pho
160,45600,44325,So do,,,,,6,21.0161056,105.8321575,mat pho
45,24800,44325,,,,5,4,6,21.0143557,105.8312314,mat pho
45,30000,44325,So do,dong-Bac,,5,5,5,21.0092743,105.8244967,mat pho
68,16300,44325,,,,,,5,21.0200535,105.8246266,mat pho
236,68000,44197,So do,,,,,,21.0146124,105.8192963,mat pho
235,46000,44197,So do,,,,,,21.0097394,105.824782,mat pho
150,,44325,So do,,,,,6,21.0012748,105.8393044,mat pho
65,30000,44325,,,,,6,7,21.0161056,105.8321575,mat pho
45,12000,44325,So do,dong-Nam,,4,4,5,21.0189994,105.8212255,mat pho
368,78000,44325,So do,,,,,1,21.0268209,105.8258448,mat pho
50,14500,44325,,,,,6,6,21.0172878,105.8364112,mat pho
36,7200,44325,,,,,,3,21.0265233,105.8335705,mat pho
143,72000,44325,So do,,,6,6,5,21.0092389,105.8242302,mat pho
76,30500,44197,,,,,,,21.0095326,105.8201933,mat pho
56,,44325,,,,6,6,5,21.0240383,105.8026258,mat pho
168,23500,44325,,,,3,3,3,21.0008232,105.829097,mat pho
65,17500,44325,So do,,,,6,5,21.0114953,105.8166664,mat pho
60,17500,44197,,,,,,,21.0114953,105.8166664,mat pho
45,24800,44197,,,,,,,21.0161056,105.8321575,mat pho
107,45000,44325,So do,,,,,5,21.0091228,105.8244283,mat pho
