pk_shop,date_collected,shopid,name,join_month,join_day,join_year,item_count,follower_count,response_time,response_rate,shop_location,rating_bad,rating_good,rating_normal,rating_star,is_shopee_verified,is_official_shop
20210706462140676,2021-07-06,462140676,YULINMM.ph,June,8,2021,224,231, 08:27:28,97,,0,35,1,4.92,1,0
20210706304021783,2021-07-06,304021783,amyleerui123.ph,September,2,2020,266,13988, 10:17:49,96,,74,1444,152,4.53,1,0
20210706100011971,2021-07-06,100011971,Korean fashion bags and tee.,October,31,2018,292,1642, 11:34:29,96,"Caloocan City,Metro Manila",9,402,7,4.81,1,0
2021070636061658,2021-07-06,36061658,fantasy forever,September,25,2017,558,51347, 10:55:45,85,"Binondo,Metro Manila",396,47843,1175,4.87,0,0
202107065302656,2021-07-06,5302656,Ulzzaang.ph,May,3,2016,411,149412, 10:13:25,75,"Bacoor,Cavite",191,26249,654,4.87,0,0
20210706141535018,2021-07-06,141535018,Diya Stand,April,22,2019,305,72208, 12:14:52,49,"Binondo,Metro Manila",241,35206,899,4.87,0,0
20210706327526601,2021-07-06,327526601,Afashiongirl.ph,October,25,2020,226,4570, 11:33:48,84,,6,876,27,4.85,0,0
2021070636934404,2021-07-06,36934404,Forever Melody,October,1,2017,529,159998, 10:13:04,90,"Taytay,Rizal",1177,58467,2786,4.76,0,0
20210706348925267,2021-07-06,348925267,GOLF House,December,2,2020,697,132, 09:02:09,96,,0,152,6,4.83,0,0
20210706254711738,2021-07-06,254711738,hello.may.ph,April,27,2020,418,17827, 09:54:26,96,,184,17790,743,4.81,1,0
20210706412536354,2021-07-06,412536354,JK Women's Shopping Mall,March,29,2021,518,526, 08:59:39,98,,3,133,7,4.74,1,0
20210706408422598,2021-07-06,408422598,YJ Blouse,March,22,2021,579,4182, 10:00:17,100,,48,1798,154,4.66,1,0
2021070640491304,2021-07-06,40491304,Beauty and Charming,October,27,2017,1755,44119, 10:27:18,70,,594,9900,825,4.55,0,0
20210706155121457,2021-07-06,155121457,Aileen Fashion,June,13,2019,1013,3945, 10:01:56,84,"San Nicolas,Metro Manila",29,8211,154,4.91,0,0
20210706301812995,2021-07-06,301812995, Zanzea Women's Apparel,August,27,2020,1567,1014, 08:00:11,94,,14,505,15,4.77,1,0
20210706348861745,2021-07-06,348861745,gamisstorebandung1.ph,December,2,2020,330,617, 08:01:26,100,,24,215,22,4.36,0,0
2021070641237167,2021-07-06,41237167,outlet101,November,2,2017,1516,126814, 10:55:07,90,"Valenzuela City,Metro Manila",2918,217792,7778,4.82,1,0
20210706299148481,2021-07-06,299148481,wangli.ph,August,20,2020,169,330, 10:40:10,79,,0,131,6,4.84,0,0
20210706244604039,2021-07-06,244604039,Cherry'sBeauty,April,13,2020,1102,46382, 08:34:14,100,,126,10812,430,4.81,1,0
20210706151149464,2021-07-06,151149464,fudou.ph,May,27,2019,165,54, 08:43:42,36,,4,57,9,4.39,0,0
20210706326083863,2021-07-06,326083863,Kamurri.clothing,October,22,2020,36,951, 09:09:57,79,"Cainta,Rizal",9,910,47,4.79,0,0
2021070635044762,2021-07-06,35044762,RRX OnlineShop,September,16,2017,2315,342013, 13:09:40,50,"Binondo,Metro Manila",4548,168767,10137,4.7,0,0
20210706328781757,2021-07-06,328781757,Giselle G&G studio,October,28,2020,302,24901, 09:51:46,88,,25,3872,106,4.88,1,0
20210706323746985,2021-07-06,323746985,natapparel,October,17,2020,11,66, 11:32:48,55,"Quezon City,Metro Manila",2,381,6,4.87,0,0
2021070617325060,2021-07-06,17325060,joymarcelo_rtwclothing,March,1,2017,1183,371436, 10:33:04,79,"San Mateo,Rizal",2455,183460,6180,4.83,1,0
2021070685464254,2021-07-06,85464254,R.M SHOP,August,21,2018,338,8890, 12:29:44,29,"Binondo,Metro Manila",85,13637,334,4.88,0,0
20210706262845064,2021-07-06,262845064,weabbyph.ph,May,16,2020,308,41040, 10:55:27,68,,121,10247,368,4.83,0,0
20210706182921536,2021-07-06,182921536,woyun.ph,September,27,2019,272,24339, 10:09:26,33,,474,7563,765,4.51,0,0
20210706365058565,2021-07-06,365058565,LUCKY.HOUSE,December,29,2020,286,831, 12:26:31,50,"Tondo I / Ii,Metro Manila",9,569,20,4.83,0,0
20210706368444703,2021-07-06,368444703,Shopping Your Wardrobe,January,5,2021,179,1258, 09:28:56,74,"Caloocan City,Metro Manila",5,249,8,4.79,0,0
20210706192699788,2021-07-06,192699788,korean top and oversized shirt,October,28,2019,1316,31536, 12:49:01,65,,124,10290,421,4.82,0,0
20210706299067558,2021-07-06,299067558,moodeel.ph,August,20,2020,500,2450, 09:27:33,98,,22,633,31,4.71,0,0
20210706467411881,2021-07-06,467411881,xinyuanmeifushi.ph,June,15,2021,129,280, 10:04:28,85,,0,4,0,5.0,0,0
20210706331790042,2021-07-06,331790042,Crop Top & Korean Top,November,3,2020,707,93345, 11:15:29,99,,187,17087,541,4.84,0,0
20210706125534764,2021-07-06,125534764,AAA_Korean_Fashion,February,9,2019,396,3104, 10:31:52,86,"San Nicolas,Metro Manila",16,628,31,4.75,0,0
20210706259027993,2021-07-06,259027993,ZIAsPreloved,May,7,2020,391,232, 10:12:28,28,"Paranaque City,Metro Manila",3,489,11,4.89,0,0
2021070650106625,2021-07-06,50106625,LGOH.PH,December,28,2017,327,67831, 11:16:14,70,"Pasay City,Metro Manila",541,61420,1641,4.87,0,0
20210706451285102,2021-07-06,451285102,M&G Collection,May,25,2021,27,1099, 08:21:56,99,"Cabuyao,Laguna",0,113,0,4.98,0,0
20210706199847719,2021-07-06,199847719,cooperneo.ph--women fashion,November,15,2019,260,3701, 08:43:30,100,,81,2212,181,4.62,1,0
20210706162058206,2021-07-06,162058206,Wanderwoman0920,July,11,2019,103,503, 09:16:37,63,"Tondo I / Ii,Metro Manila",2,604,7,4.94,0,0
20210706393059557,2021-07-06,393059557,Baclaran_rembrose,February,25,2021,221,5112, 10:28:07,78,"Pasay City,Metro Manila",0,23,1,4.88,0,0
20210706321963009,2021-07-06,321963009,xinxia.ph,October,13,2020,984,1006, 09:43:44,83,,4,349,22,4.74,0,0
2021070630386163,2021-07-06,30386163,kcshoppe,August,11,2017,378,27056, 12:42:31,67,"Pasig City,Metro Manila",60,18524,326,4.91,0,0
2021070679439002,2021-07-06,79439002,J.A Online Shop,July,15,2018,206,16276, 11:42:32,12,"Mandaluyong City,Metro Manila",66,3692,213,4.74,0,0
20210706288394116,2021-07-06,288394116,Z&HðŸŒ¿shop,July,23,2020,333,16198, 08:43:25,98,,31,5925,176,4.86,1,0
20210706375853108,2021-07-06,375853108,kasutbb.ph,January,20,2021,169,24, 14:01:39,62,,1,33,2,4.72,0,0
20210706219216737,2021-07-06,219216737,XRUI â¤ Womenjacket,January,14,2020,444,5247, 08:39:57,100,,68,1685,124,4.61,1,0
20210706311773458,2021-07-06,311773458,Fit Me PH,September,19,2020,249,14925, 09:18:14,98,"Caloocan City,Metro Manila",8,97,22,4.27,0,0
2021070623250659,2021-07-06,23250659,Vida Swimwear,May,24,2017,1182,392478, 11:11:56,89,"Valenzuela City,Metro Manila",3633,451949,12603,4.86,1,0
20210706409900486,2021-07-06,409900486,perryclothes.ph,March,25,2021,1,6, 17:16:55,67,"Quezon City,Metro Manila",0,2,0,5.0,0,0
20210706296410964,2021-07-06,296410964,uranus.ph,August,14,2020,87,1479, 10:51:47,92,,6,287,12,4.76,1,0
20210706346007914,2021-07-06,346007914,ruoruizm.ph,November,27,2020,641,437, 10:51:36,68,,6,89,4,4.56,0,0
20210706303372405,2021-07-06,303372405,GDTima2.ph,August,31,2020,662,61729, 09:54:35,97,,237,15180,704,4.77,1,0
2021070636754442,2021-07-06,36754442,KathrynClothing,September,30,2017,544,518437, 10:06:34,90,"Taytay,Rizal",4800,235687,10965,4.76,0,0
20210706147240166,2021-07-06,147240166,88jackshop,May,14,2019,239,2986, 08:59:06,78,"Caloocan City,Metro Manila",21,964,83,4.69,0,0
20210706177084026,2021-07-06,177084026,Maj's Collection,September,8,2019,55,951, 09:02:02,82,"Dasmarinas City,Cavite",1,394,5,4.95,0,0
20210706421975393,2021-07-06,421975393,Fairy Women.ph,April,12,2021,326,2303, 09:24:55,96,,3,215,10,4.78,0,0
2021070642199012,2021-07-06,42199012,showmestyle.ph,November,8,2017,1307,20155, 12:27:29,85,,595,19318,1128,4.7,0,0
2021070699638316,2021-07-06,99638316,Eveâ€™s Clothing,October,29,2018,4,108, 10:08:57,62,"Bagac,Bataan",0,4,1,4.6,0,0
2021070697626012,2021-07-06,97626012,cozyclothingph,October,21,2018,43,2948, 11:07:43,81,"Pasig City,Metro Manila",7,498,28,4.75,0,0
20210706292495133,2021-07-06,292495133,ART_MAN,August,4,2020,918,5047, 09:01:11,98,,106,2996,219,4.63,0,0
2021070643859752,2021-07-06,43859752,fuji.phâ€”Fashion men,November,17,2017,270,9874, 09:15:29,91,,160,1642,230,4.31,0,0
20210706343498159,2021-07-06,343498159,men_clothes.ph,November,23,2020,1261,631, 09:51:00,100,,21,260,25,4.44,0,0
20210706237008067,2021-07-06,237008067,KT Clothing Studio,March,18,2020,2753,68208, 08:39:22,99,,1295,31219,2525,4.59,1,0
2021070659347195,2021-07-06,59347195,JUNE 29 shop,March,5,2018,400,12681, 11:41:08,60,"Bacoor,Cavite",890,20563,1471,4.62,0,0
20210706262503614,2021-07-06,262503614,juness.ph,May,15,2020,530,26716, 09:25:47,94,,214,7357,563,4.65,0,0
20210706315439968,2021-07-06,315439968,W-KING,September,28,2020,136,1152, 10:10:32,97,,44,877,106,4.51,1,0
20210706315439847,2021-07-06,315439847,HY Store,September,28,2020,125,10861, 10:05:06,98,,327,4925,532,4.5,1,0
20210706412764444,2021-07-06,412764444,la6rsf90hp,March,29,2021,10,328, 09:18:54,75,"Quezon City,Metro Manila",0,26,0,4.96,0,0
20210706372895129,2021-07-06,372895129,haibinzoulu.ph,January,14,2021,122,2048, 08:48:08,100,,40,1810,97,4.73,1,0
20210706341569925,2021-07-06,341569925,Tonystore.ph,November,19,2020,1000,17, 10:05:14,75,,2,20,2,4.38,0,0
2021070635369989,2021-07-06,35369989,ICM.STORE,September,19,2017,285,58946, 12:22:41,25,"Navotas City,Metro Manila",2458,71065,4416,4.67,0,0
20210706277380946,2021-07-06,277380946,Men's Clothing Oolong Club,June,23,2020,438,9911, 10:03:31,96,,347,4759,496,4.47,0,0
20210706331265826,2021-07-06,331265826,lilishow002.ph,November,2,2020,1070,3729, 10:58:48,91,,23,873,62,4.69,0,0
20210706405162349,2021-07-06,405162349,Tooyooman,March,17,2021,23,205, 09:56:11,98,,8,85,8,4.46,1,0
2021070647114599,2021-07-06,47114599,Simplediva,December,9,2017,79,34690, 09:52:02,91,"Valenzuela City,Metro Manila",797,64748,2156,4.82,1,0
2021070651801232,2021-07-06,51801232,DriFIT,January,10,2018,62,17122, 11:17:14,94,"Valenzuela City,Metro Manila",296,24134,860,4.82,0,0
2021070664151604,2021-07-06,64151604,HUILISHI MEN'S FASHIONG,April,7,2018,233,34183, 10:14:30,91,"Pasay City,Metro Manila",803,49515,1851,4.81,0,0
20210706202193803,2021-07-06,202193803,JFD Shop,November,23,2019,359,6618, 09:51:07,99,,403,10227,767,4.64,0,0
20210706128494608,2021-07-06,128494608,T.F.H_FASHION,February,23,2019,350,6911, 09:23:57,88,"Pasay City,Metro Manila",214,11870,553,4.76,0,0
20210706216736857,2021-07-06,216736857,KICKSFASHIONWEAR,January,5,2020,161,11121, 13:19:32,76,"Pasay City,Metro Manila",168,13583,475,4.82,0,0
20210706171344353,2021-07-06,171344353,sky171,August,19,2019,349,4410, 10:58:31,97,"Tondo I / Ii,Metro Manila",179,3893,402,4.56,0,0
2021070662404318,2021-07-06,62404318,LuckyFashion,March,26,2018,335,234353, 10:34:46,45,"Navotas City,Metro Manila",6896,315881,15417,4.74,0,0
20210706161746899,2021-07-06,161746899,Elegant Men's Clothing Store,July,10,2019,306,1950, 12:44:06,58,,60,778,82,4.46,0,0
20210706139558229,2021-07-06,139558229,media.ph,April,12,2019,341,44117, 09:23:04,100,"Tondo I / Ii,Metro Manila",1452,31693,3029,4.56,0,0
2021070635902344,2021-07-06,35902344,SHOP HUILISHI,September,24,2017,225,59474, 12:47:18,85,"Pasay City,Metro Manila",760,62173,2133,4.82,1,0
20210706302157781,2021-07-06,302157781,GiiMall.ph,August,28,2020,906,6425, 10:13:53,81,,192,5811,394,4.67,1,0
2021070675150237,2021-07-06,75150237,ykmencollection,June,18,2018,70,1797, 10:03:52,49,"Pasay City,Metro Manila",21,2421,63,4.86,0,0
20210706302250255,2021-07-06,302250255,Zero Tide Hanbok,August,28,2020,575,12304, 10:02:32,96,,144,3985,329,4.63,1,0
2021070669635896,2021-07-06,69635896,DD-ONE  Fashion shop,May,16,2018,212,14828, 10:55:57,76,"Pasay City,Metro Manila",163,11112,472,4.81,0,0
20210706254758936,2021-07-06,254758936,Mr.H_Fashion Clothes,April,27,2020,363,16194, 10:30:11,97,,206,3020,315,4.48,0,0
2021070686411248,2021-07-06,86411248,EMILI-Y & U-VY FASHION,August,27,2018,706,511309, 08:44:36,98,"Las Pinas City,Metro Manila",10988,864941,33005,4.81,0,0
20210706265511974,2021-07-06,265511974,KCJ Men's,May,22,2020,263,2638, 10:04:27,93,,74,1010,117,4.45,0,0
20210706396715759,2021-07-06,396715759,(MEILUN)Men's Fashion,March,3,2021,128,113, 09:01:19,99,,5,81,9,4.45,0,0
20210706398300573,2021-07-06,398300573,ATS.shop,March,6,2021,32,184, 12:56:07,26,"Binondo,Metro Manila",10,541,35,4.72,0,0
20210706311167337,2021-07-06,311167337,Korean House,September,18,2020,376,1323, 10:35:29,97,,17,605,48,4.66,0,0
20210706455548857,2021-07-06,455548857,mr.monkey.ph,May,31,2021,1000,62, 09:52:49,97,,0,6,1,4.71,0,0
20210706403612075,2021-07-06,403612075,Kaabin,March,15,2021,52,689, 10:24:36,97,,20,344,40,4.5,1,0
20210706266644184,2021-07-06,266644184,JUNEtime Shop,May,26,2020,775,33341, 09:34:50,97,,657,15721,1370,4.6,1,0
20210706263745732,2021-07-06,263745732,bingjian.ph,May,18,2020,432,26789, 10:41:24,98,,744,10857,1176,4.47,0,0
2021070693330925,2021-07-06,93330925,CLASSY CURVE SHOP,September,29,2018,18,17, 08:05:20,93,"Angat,Bulacan",0,1,0,5.0,0,0
20210706320297728,2021-07-06,320297728,Fanko.ph,October,9,2020,50,37, 08:00:12,100,,2,28,2,4.47,0,0
20210706446875373,2021-07-06,446875373,Imprint  Boy_Clothes,May,19,2021,316,14, 12:43:37,100,,0,0,0,,0,0
20210706147134021,2021-07-06,147134021,Welford Men,May,14,2019,1638,4769, 11:05:57,23,"Quezon City,Metro Manila",15,4262,40,4.94,0,0
20210706453331613,2021-07-06,453331613,å°é¾™ä¸“å–â€”â€”æ—¥ç”¨ç™¾è´§,May,28,2021,118,339, 10:01:57,34,,0,2,0,5.0,0,0
20210706314266101,2021-07-06,314266101,Fat Brothers men's Store,September,25,2020,464,6754, 09:34:04,97,,176,3082,330,4.51,0,0
20210706401150074,2021-07-06,401150074,ZK Boutique clothing store,March,11,2021,313,329, 11:16:09,98,,20,268,19,4.49,1,0
20210706154035407,2021-07-06,154035407,happyeveryday888,June,8,2019,236,27981, 11:15:25,87,"Pasay City,Metro Manila",660,25889,1816,4.69,0,0
20210706156756973,2021-07-06,156756973,huiluotuo.ph,June,20,2019,376,10422, 11:14:20,75,,341,6417,553,4.56,0,0
20210706345249237,2021-07-06,345249237,EZGOING,November,26,2020,468,4190, 11:35:43,63,,51,941,99,4.52,0,0
20210706283754579,2021-07-06,283754579,No. 3 men's clothing store,July,10,2020,623,11061, 10:40:39,80,,318,4763,580,4.44,0,0
20210706328100399,2021-07-06,328100399,luensi fashion men's,October,26,2020,89,1308, 08:25:45,100,,102,2266,256,4.54,1,0
20210706136746139,2021-07-06,136746139,Solomon costumes,March,30,2019,110,3100, 13:10:14,57,"Pasay City,Metro Manila",81,1549,131,4.57,0,0
20210706371422543,2021-07-06,371422543,Mollge,January,11,2021,93,3139, 09:49:41,100,,107,1815,153,4.54,0,0
20210706382851455,2021-07-06,382851455,sandalldd.ph,February,3,2021,158,27, 13:02:52,75,,1,10,1,4.42,0,0
20210706280520761,2021-07-06,280520761,womenshirt.ph,July,2,2020,187,2841, 09:28:50,100,,21,691,34,4.72,1,0
2021070652679673,2021-07-06,52679673,DA&ABOUT THE FIT,January,16,2018,35,1413, 09:21:12,86,"Taytay,Rizal",9,500,40,4.7,1,0
20210706456337069,2021-07-06,456337069,Harajuku T-shirt,June,1,2021,58,336, 12:15:55,55,"Quezon City,Metro Manila",8,169,13,4.6,0,0
20210706136491290,2021-07-06,136491290,WittYGiRL,March,29,2019,1292,119677, 09:36:02,100,,235,42275,950,4.88,1,0
2021070636222507,2021-07-06,36222507,Beauty Fashion,September,26,2017,553,24721, 09:36:42,88,"Pasay City,Metro Manila",299,17799,689,4.8,0,0
20210706264590394,2021-07-06,264590394,CLAIRE CLOTHING,May,20,2020,550,205867, 10:10:33,89,"Taytay,Rizal",1523,72297,3510,4.76,0,0
20210706419236946,2021-07-06,419236946,ShawtyBoutique,April,8,2021,184,1160, 09:02:09,93,,2,111,5,4.79,1,0
2021070620446518,2021-07-06,20446518,Floral dress,April,17,2017,425,54230, 13:27:40,67,"Binondo,Metro Manila",1474,37570,2862,4.62,0,0
2021070640841188,2021-07-06,40841188,XiaoZhaiNv Women's clothing,October,30,2017,1746,108480, 09:17:29,99,,312,30477,952,4.83,1,0
2021070643841660,2021-07-06,43841660,peterang.999,November,17,2017,1526,64512, 12:04:06,56,"Tondo I / Ii,Metro Manila",817,106582,2112,4.89,0,0
20210706341350505,2021-07-06,341350505,xiaoran.ph,November,19,2020,937,49414, 09:21:56,99,,48,5781,137,4.88,1,0
20210706390661481,2021-07-06,390661481,Eternal Love Women's Clothing ,February,20,2021,310,3381, 08:21:26,95,,56,1738,134,4.64,1,0
20210706420881087,2021-07-06,420881087,J&W Fashion,April,11,2021,133,580, 09:45:30,99,,6,65,7,4.47,1,0
2021070611187885,2021-07-06,11187885,Little Market Manila,October,18,2016,482,80243, 11:57:49,91,"Caloocan City,Metro Manila",826,45410,2768,4.73,1,0
20210706126018720,2021-07-06,126018720,croptop korean top dress,February,12,2019,1509,76654, 11:17:06,94,,371,24143,996,4.8,1,0
2021070650582861,2021-07-06,50582861,Miss A PH,January,1,2018,324,73811, 11:40:11,44,"Taytay,Rizal",352,54876,1337,4.88,0,0
2021070649814692,2021-07-06,49814692,C&M shop.PH,December,26,2017,1933,202473, 11:06:30,90,,957,58056,2798,4.76,1,0
2021070610377223,2021-07-06,10377223,R&O RedOrange,September,27,2016,225,718371, 08:27:54,89,"Pasay City,Metro Manila",5002,1153298,19431,4.91,1,0
20210706419928844,2021-07-06,419928844,Only For Youï¼Œtoday,April,9,2021,356,1061, 09:04:02,98,,30,426,47,4.46,0,0
20210706291022738,2021-07-06,291022738,sy.maII,July,31,2020,137,3414, 12:23:40,13,"Paranaque City,Metro Manila",554,4640,659,4.3,0,0
2021070639898577,2021-07-06,39898577,shienacu,October,23,2017,374,52780, 10:12:24,97,"San Nicolas,Metro Manila",343,50030,1146,4.88,0,0
202107061083822,2021-07-06,1083822,Naked Clothing PH,October,11,2015,480,410503, 12:31:26,51,"Taytay,Rizal",2387,343050,8164,4.88,0,0
2021070632632247,2021-07-06,32632247,WALIn shoes ðŸ‘ ,August,30,2017,860,230256, 12:01:30,24,"Binondo,Metro Manila",620,111870,2090,4.9,0,0
20210706130651949,2021-07-06,130651949,S & U,March,3,2019,403,49696, 11:15:52,83,"San Nicolas,Metro Manila",634,45896,1562,4.83,0,0
2021070635372816,2021-07-06,35372816,Yvonâ€˜s bag,September,19,2017,112,295944, 10:18:05,59,"Binondo,Metro Manila",4431,394137,11421,4.85,0,0
20210706389973330,2021-07-06,389973330,loveflower--Fashion women's,February,19,2021,811,8957, 09:28:38,100,,25,1755,49,4.84,1,0
20210706453049862,2021-07-06,453049862,ycshop568.ph,May,28,2021,48,39, 10:36:44,100,,0,0,0,,0,0
2021070655748694,2021-07-06,55748694,SS Swim Shop Fashion,February,7,2018,306,1590378, 10:01:49,85,"Taytay,Rizal",25325,1256252,63486,4.75,0,0
2021070650114777,2021-07-06,50114777,BCUA Lingerie Bra and Panty,December,28,2017,534,113865, 11:16:00,55,"Pasay City,Metro Manila",6389,325315,14994,4.77,0,0
20210706141606030,2021-07-06,141606030,ðŸŒ¿ Peppermint Shop,April,22,2019,4206,28039, 08:20:51,67,,71,6026,185,4.83,0,0
20210706325618926,2021-07-06,325618926,Be Young Life,October,21,2020,120,14578, 09:40:53,93,,29,2830,93,4.85,1,0
20210706416886409,2021-07-06,416886409,vaapo.ph,April,4,2021,620,228, 09:44:25,94,,0,36,1,4.89,1,0
20210706419954100,2021-07-06,419954100,Fall in love with you,April,9,2021,662,12968, 09:33:28,59,,21,1092,63,4.75,0,0
2021070664360491,2021-07-06,64360491,Yzkzks.ph,April,9,2018,650,80591, 10:41:36,92,"Pasay City,Metro Manila",385,55669,1161,4.89,0,0
2021070616590993,2021-07-06,16590993,Adol Janet ,February,14,2017,473,513469, 12:55:27,78,"Binondo,Metro Manila",2506,297528,9597,4.84,0,0
20210706449182992,2021-07-06,449182992,Yacent_thrift_Clo,May,22,2021,16,115, 08:45:30,86,"Legazpi City,Albay",0,32,0,5.0,0,0
20210706396605392,2021-07-06,396605392,Akistore.ph,March,3,2021,84,84, 08:01:23,91,,1,9,0,4.6,0,0
20210706360379308,2021-07-06,360379308,Yzanice Shop,December,20,2020,78,5982, 08:46:30,96,,16,463,16,4.75,1,0
2021070629392066,2021-07-06,29392066,Clairecvc Shop,August,2,2017,964,44029, 12:19:44,73,"Binondo,Metro Manila",1960,103289,3982,4.78,0,0
2021070625811092,2021-07-06,25811092,angelcity.ðŸ’‹,June,17,2017,272,868370, 10:02:42,36,"Pasay City,Metro Manila",13401,708666,30799,4.77,0,0
